id,date_intervention,rapport,ordre_travail_id,created_at,technicien_id,statut,date_debut,date_fin,updated_at,problem_description,priority,estimated_duration_minutes,required_materials,machine_id,requested_at,approved_by,approved_at,rejection_reason,actual_failure_type,ml_prediction_matched,retrained,machine_category,symptoms,problem_start_time,frequency,operating_state,load_level,temperature,impact,estimated_loss,similar_issue_before,suggested_cause,suggested_priority,risk_score,intervention_type,root_cause_category,root_cause_description,actions_performed,parts_replaced,tools_used,machine_status_after,plan_hypothesis,check_resolved,check_verification_method,act_preventive_actions,act_recommendations
3589,2025-01-16 13:14:33+00,"Intervention structurelle complète. Outil cassé (218 min d'usure, 56.6Nm de couple) extrait et remplacé. Vérification géométrique de la broche OK. Machine qualifiée pour reprise production.",3589,2025-01-15 22:14:33+00,10,VALIDATED,2025-01-16 13:14:33+00,2025-01-17 13:14:33+00,2025-01-17 13:14:33+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 56.6Nm, Usure outil: 218 min. Visseuse Couple Élevé.",CRITIQUE,129,"Fraise carbure monobloc Ø16mm, mandrin de serrage ER32, tirant de broche",8688,2025-01-15 11:14:33+00,13,2025-01-15 15:14:33+00,"""""",OSF,1,1,USINAGE_MECANIQUE,"Jeu mécanique excessif sur le porte-outil, perte de concentricité mesurée à 0.15mm",2025-01-15 07:14:33+00,INTERMITTENT,EN_PRODUCTION,80,45°C - Échauffement zone de coupe,RISQUE_SECURITE,3328€,1,Contrainte structurelle excessive,CRITIQUE,97,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Porte-outil desserré permettant des micro-mouvements sous charge, créant des contraintes alternées fatiguant prématurément l'outil déjà usé.","Démontage de l'ensemble broche, remplacement des roulements et de l'outil. Réalignement et tests de concentricité.","Outil de tournage VNMG 160404, porte-outil DVJNR, roulements SKF 71914 ACD x2","Clé dynamométrique 10-100Nm, extracteur de roulements, presse hydraulique d'atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,INSPECTION_VISUELLE,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3590,2024-11-13 11:14:14+00,OSF confirmée. L'outil en fin de vie (217 min) a subi un couple de 69.5Nm provoquant une déformation plastique. Remplacement complet de l'ensemble de coupe. Paramètres CN ajustés pour limiter le couple max.,3590,2024-11-13 06:14:14+00,18,VALIDATED,2024-11-13 11:14:14+00,2024-11-14 05:14:14+00,2024-11-14 05:14:14+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 69.5Nm, Usure outil: 217 min. Sertisseuse Industrielle.",CRITIQUE,206,"Plaquettes de fraisage APKT 1604, corps de fraise Ø50mm, clavette d'entraînement",8689,2024-11-13 04:14:14+00,14,2024-11-13 05:14:14+00,"""""",OSF,0,0,USINAGE_MECANIQUE,"Bruit de craquement métallique lors des cycles de charge, jeu axial détecté",2024-11-11 06:14:14+00,INTERMITTENT,EN_PRODUCTION,78,66°C - Échauffement zone de coupe,ARRET_PRODUCTION,4844€,1,Contrainte structurelle excessive,CRITIQUE,89,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Porte-outil desserré permettant des micro-mouvements sous charge, créant des contraintes alternées fatiguant prématurément l'outil déjà usé.","Remplacement de l'outil, des paliers et de l'accouplement. Ajustement des limites de couple dans le programme CN.","Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche","Micromètre 0-25mm, pied à coulisse numérique, cales étalon, marbre de contrôle",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,TEST_EN_CHARGE,Limiter le couple maximum dans le programme CN en fonction de l'usure outil mesurée.,Investir dans un système de bris d'outil automatique avec capteur de force piézoélectrique.
3591,2024-10-30 14:19:09+00,"Intervention structurelle complète. Outil cassé (238 min d'usure, 69.4Nm de couple) extrait et remplacé. Vérification géométrique de la broche OK. Machine qualifiée pour reprise production.",3591,2024-10-30 00:19:09+00,17,VALIDATED,2024-10-30 14:19:09+00,2024-10-31 15:19:09+00,2024-10-31 15:19:09+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 69.4Nm, Usure outil: 238 min. Riveteuse Orbitale.",CRITIQUE,336,"Alesoir carbure H7, mandrin hydraulique, tirette ISO 40, joints d'étanchéité broche",8690,2024-10-29 13:19:09+00,13,2024-10-29 15:19:09+00,"""""",OSF,1,1,USINAGE_MECANIQUE,"Fissures visibles sur le corps de l'outil, traces de fatigue mécanique sur les arêtes",2024-10-28 12:19:09+00,RECURRENT,EN_CHARGE,79,68°C - Échauffement zone de coupe,CASSE_OUTILLAGE,12626€,1,Contrainte structurelle excessive,CRITIQUE,80,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Roulements de broche usés augmentant le jeu mécanique, amplifié par le couple élevé appliqué. Effet cascade: usure outil → vibrations → surcontrainte.",Remplacement outil + porte-outil + roulements de broche. Vérification géométrique complète de la machine.,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche","Micromètre 0-25mm, pied à coulisse numérique, cales étalon, marbre de contrôle",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3592,2024-11-14 13:27:19+00,OSF confirmée. L'outil en fin de vie (201 min) a subi un couple de 67.4Nm provoquant une déformation plastique. Remplacement complet de l'ensemble de coupe. Paramètres CN ajustés pour limiter le couple max.,3592,2024-11-14 02:27:19+00,17,VALIDATED,2024-11-14 13:27:19+00,2024-11-15 11:27:19+00,2024-11-15 11:27:19+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 67.4Nm, Usure outil: 201 min. Poinçonneuse CNC.",CRITIQUE,100,"Alesoir carbure H7, mandrin hydraulique, tirette ISO 40, joints d'étanchéité broche",8691,2024-11-13 17:27:19+00,8,2024-11-13 21:27:19+00,"""""",OSF,0,0,USINAGE_MECANIQUE,"Déformation visible de l'outil de coupe, bavures excessives sur les pièces usinées",2024-11-12 14:27:19+00,RECURRENT,EN_USINAGE,92,53°C - Échauffement zone de coupe,CASSE_OUTILLAGE,7406€,0,Contrainte structurelle excessive,CRITIQUE,94,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Défaut de lubrification de la zone de coupe, augmentant le frottement et le couple résistant sur un outil usé, accélérant la défaillance structurelle.","Démontage de l'ensemble broche, remplacement des roulements et de l'outil. Réalignement et tests de concentricité.","Outil de tournage VNMG 160404, porte-outil DVJNR, roulements SKF 71914 ACD x2","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Réviser les durées de vie outil dans la base de données outils et réduire les marges de sécurité.
3593,2024-07-12 01:41:40+00,Contrainte structurelle excessive détectée. Couple mesuré: 60.2Nm sur outil avec 208 min d'usure. Outil fissuré remplacé. Roulements de broche changés. Tests vibratoires post-intervention conformes (amplitude < 2mm/s).,3593,2024-07-11 03:41:40+00,4,VALIDATED,2024-07-12 01:41:40+00,2024-07-13 12:41:40+00,2024-07-13 12:41:40+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 60.2Nm, Usure outil: 208 min. Cintreuse de Tubes.",CRITIQUE,378,"Taraud M12x1.75 HSS-E, mandrin à compensation axiale, bague de contrôle filetage",8692,2024-07-10 17:41:40+00,15,2024-07-10 21:41:40+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Écaillage de la surface de coupe, fragments métalliques dans le bac de récupération",2024-07-09 23:41:40+00,INTERMITTENT,EN_PRODUCTION,99,79°C - Échauffement zone de coupe,ARRET_PRODUCTION,9846€,1,Contrainte structurelle excessive,CRITIQUE,95,CORRECTIVE,SURCONTRAINTE_MECANIQUE,Programme d'usinage non optimisé: passes trop profondes générant un couple excessif sur un outil dont la géométrie est dégradée par l'usure.,"Démontage, inspection métallurgique des pièces fatiguées, remplacement sélectif. Remontage avec couples de serrage contrôlés.","Taraud M12x1.75 HSS-E, mandrin à compensation axiale, bague de contrôle filetage","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,TEST_EN_CHARGE,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3594,2025-03-22 10:13:41+00,"Intervention structurelle complète. Outil cassé (233 min d'usure, 56.3Nm de couple) extrait et remplacé. Vérification géométrique de la broche OK. Machine qualifiée pour reprise production.",3594,2025-03-21 23:13:41+00,3,VALIDATED,2025-03-22 10:13:41+00,2025-03-22 15:13:41+00,2025-03-22 15:13:41+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 56.3Nm, Usure outil: 233 min. Machine de Taraudage.",CRITIQUE,335,"Fraise carbure monobloc Ø16mm, mandrin de serrage ER32, tirant de broche",8693,2025-03-21 11:13:41+00,5,2025-03-21 13:13:41+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Fissures visibles sur le corps de l'outil, traces de fatigue mécanique sur les arêtes",2025-03-19 13:13:41+00,INTERMITTENT,EN_USINAGE,91,75°C - Échauffement zone de coupe,RISQUE_SECURITE,7310€,1,Contrainte structurelle excessive,CRITIQUE,85,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Défaut de lubrification de la zone de coupe, augmentant le frottement et le couple résistant sur un outil usé, accélérant la défaillance structurelle.","Remplacement de l'outil, des paliers et de l'accouplement. Ajustement des limites de couple dans le programme CN.","Plaquettes de fraisage APKT 1604, corps de fraise Ø50mm, clavette d'entraînement","Clé dynamométrique 10-100Nm, extracteur de roulements, presse hydraulique d'atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3595,2024-10-05 20:38:11+00,Contrainte structurelle excessive détectée. Couple mesuré: 62.3Nm sur outil avec 220 min d'usure. Outil fissuré remplacé. Roulements de broche changés. Tests vibratoires post-intervention conformes (amplitude < 2mm/s).,3595,2024-10-05 04:38:11+00,20,VALIDATED,2024-10-05 20:38:11+00,2024-10-07 04:38:11+00,2024-10-07 04:38:11+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 62.3Nm, Usure outil: 220 min. Araseur de Composants.",CRITIQUE,401,"Alesoir carbure H7, mandrin hydraulique, tirette ISO 40, joints d'étanchéité broche",8694,2024-10-04 17:38:11+00,14,2024-10-04 23:38:11+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Écaillage de la surface de coupe, fragments métalliques dans le bac de récupération",2024-10-04 03:38:11+00,PREMIERE_FOIS,EN_USINAGE,80,72°C - Échauffement zone de coupe,RISQUE_SECURITE,16582€,0,Contrainte structurelle excessive,CRITIQUE,96,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Matériau usiné plus dur que prévu, augmentant le couple résistant sur un outil déjà fragilisé par l'usure. Surcontrainte par effet combiné.","Démontage, inspection métallurgique des pièces fatiguées, remplacement sélectif. Remontage avec couples de serrage contrôlés.","Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25","Banc de préréglage outil, projecteur de profil, rugosimètre portable",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,INSPECTION_VISUELLE,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Réviser les durées de vie outil dans la base de données outils et réduire les marges de sécurité.
3596,2024-08-16 09:48:47+00,Réparation OSF terminée. L'outil soumis à 58.2Nm après 227 min de service a présenté des microfissures. Changement complet + recalibration. Formation opérateur sur les signes d'usure excessive.,3596,2024-08-15 10:48:47+00,20,VALIDATED,2024-08-16 09:48:47+00,2024-08-17 19:48:47+00,2024-08-17 19:48:47+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 58.2Nm, Usure outil: 227 min. Machine Soudure par Pression.",CRITIQUE,413,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25",8695,2024-08-14 23:48:47+00,16,2024-08-15 00:48:47+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Jeu mécanique excessif sur le porte-outil, perte de concentricité mesurée à 0.15mm",2024-08-13 21:48:47+00,RECURRENT,EN_CHARGE,78,58°C - Échauffement zone de coupe,RISQUE_SECURITE,12694€,0,Contrainte structurelle excessive,CRITIQUE,84,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Roulements de broche usés augmentant le jeu mécanique, amplifié par le couple élevé appliqué. Effet cascade: usure outil → vibrations → surcontrainte.",Remplacement complet de l'outil de coupe et du porte-outil. Recalibration de la broche. Mise en place d'un suivi d'usure automatisé.,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25","Equilibreuse d'outil, mandrin de test, analyseur de spectre vibratoire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,INSPECTION_VISUELLE,Limiter le couple maximum dans le programme CN en fonction de l'usure outil mesurée.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3597,2024-09-11 06:58:34+00,Surcontrainte mécanique résolue. Analyse: fatigue accélérée par combinaison usure (212 min) + charge (55.5Nm). Outillage neuf installé. Capteur d'effort ajouté pour surveillance continue.,3597,2024-09-11 03:58:34+00,4,VALIDATED,2024-09-11 06:58:34+00,2024-09-12 00:58:34+00,2024-09-12 00:58:34+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 55.5Nm, Usure outil: 212 min. Presse d'Ajustement.",CRITIQUE,238,"Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche",8696,2024-09-10 22:58:34+00,16,2024-09-11 03:58:34+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Déformation visible de l'outil de coupe, bavures excessives sur les pièces usinées",2024-09-09 21:58:34+00,PREMIERE_FOIS,EN_CHARGE,76,80°C - Échauffement zone de coupe,RISQUE_SECURITE,10412€,0,Contrainte structurelle excessive,CRITIQUE,81,CORRECTIVE,SURCONTRAINTE_MECANIQUE,Outil de coupe utilisé bien au-delà de sa durée de vie nominale (>200 min) tout en étant soumis à un couple de coupe excessif (>50Nm). Fatigue mécanique avancée.,"Extraction de l'outil cassé, nettoyage du logement, remplacement par outil neuf. Reprogrammation des paramètres de coupe.","Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,TEST_EN_CHARGE,Mettre en place un monitoring continu couple/usure avec alarme combinée OSF.,Investir dans un système de bris d'outil automatique avec capteur de force piézoélectrique.
3598,2024-09-24 03:43:11+00,Surcontrainte mécanique résolue. Analyse: fatigue accélérée par combinaison usure (243 min) + charge (71.1Nm). Outillage neuf installé. Capteur d'effort ajouté pour surveillance continue.,3598,2024-09-23 14:43:11+00,3,VALIDATED,2024-09-24 03:43:11+00,2024-09-24 06:43:11+00,2024-09-24 06:43:11+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 71.1Nm, Usure outil: 243 min. Machine de Clinchage.",CRITIQUE,330,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25",8697,2024-09-23 08:43:11+00,7,2024-09-23 11:43:11+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Vibrations anormales de haute fréquence sur la broche, amplitude dépassant 12mm/s",2024-09-23 03:43:11+00,INTERMITTENT,EN_CHARGE,96,73°C - Échauffement zone de coupe,CASSE_OUTILLAGE,15154€,1,Contrainte structurelle excessive,CRITIQUE,81,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Combinaison de paramètres de coupe inadaptés: avance et profondeur de passe trop élevées sur un outil usé, provoquant une surcontrainte structurelle.","Démontage, inspection métallurgique des pièces fatiguées, remplacement sélectif. Remontage avec couples de serrage contrôlés.","Taraud M12x1.75 HSS-E, mandrin à compensation axiale, bague de contrôle filetage","Clé dynamométrique 10-100Nm, extracteur de roulements, presse hydraulique d'atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,ANALYSE_VIBRATOIRE,Mettre en place un monitoring continu couple/usure avec alarme combinée OSF.,Former les opérateurs à la corrélation usure-couple et aux signes précurseurs de surcontrainte.
3599,2025-04-30 02:14:04+00,Réparation OSF terminée. L'outil soumis à 63.4Nm après 218 min de service a présenté des microfissures. Changement complet + recalibration. Formation opérateur sur les signes d'usure excessive.,3599,2025-04-29 18:14:04+00,10,VALIDATED,2025-04-30 02:14:04+00,2025-05-01 01:14:04+00,2025-05-01 01:14:04+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 63.4Nm, Usure outil: 218 min. Broche d'Usinage HP.",CRITIQUE,93,"Alesoir carbure H7, mandrin hydraulique, tirette ISO 40, joints d'étanchéité broche",8698,2025-04-29 08:14:04+00,14,2025-04-29 12:14:04+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Écaillage de la surface de coupe, fragments métalliques dans le bac de récupération",2025-04-28 13:14:04+00,INTERMITTENT,EN_USINAGE,97,84°C - Échauffement zone de coupe,CASSE_OUTILLAGE,15934€,0,Contrainte structurelle excessive,CRITIQUE,81,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Défaut de lubrification de la zone de coupe, augmentant le frottement et le couple résistant sur un outil usé, accélérant la défaillance structurelle.","Démontage de l'ensemble broche, remplacement des roulements et de l'outil. Réalignement et tests de concentricité.","Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Réviser les durées de vie outil dans la base de données outils et réduire les marges de sécurité.
3600,2024-08-02 09:40:09+00,Défaillance OSF traitée. Cause racine: absence de critère d'arrêt automatique basé sur l'usure. Outil remplacé après 242 min sous 63.7Nm. Seuil d'alerte usure programmé à 180 min.,3600,2024-08-01 11:40:09+00,4,VALIDATED,2024-08-02 09:40:09+00,2024-08-03 15:40:09+00,2024-08-03 15:40:09+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 63.7Nm, Usure outil: 242 min. Machine Découpe Laser.",CRITIQUE,286,"Fraise carbure monobloc Ø16mm, mandrin de serrage ER32, tirant de broche",8699,2024-08-01 07:40:09+00,15,2024-08-01 10:40:09+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Qualité de surface dégradée, rugosité Ra passée de 1.6 à 6.3 µm, outil en fin de vie",2024-07-31 05:40:09+00,RECURRENT,EN_CHARGE,78,60°C - Échauffement zone de coupe,DEGRADATION_QUALITE,17118€,1,Contrainte structurelle excessive,CRITIQUE,91,CORRECTIVE,SURCONTRAINTE_MECANIQUE,Absence de suivi d'usure outil automatisé. L'outil a continué à fonctionner sous charge élevée malgré des signes évidents de fin de vie.,"Extraction de l'outil cassé, nettoyage du logement, remplacement par outil neuf. Reprogrammation des paramètres de coupe.","Foret carbure Ø10mm, douille de réduction, bague d'arrêt, joint de broche","Clé dynamométrique 10-100Nm, extracteur de roulements, presse hydraulique d'atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,ANALYSE_VIBRATOIRE,Mettre en place un monitoring continu couple/usure avec alarme combinée OSF.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3601,2025-01-06 12:48:25+00,Surcontrainte mécanique résolue. Analyse: fatigue accélérée par combinaison usure (211 min) + charge (63.4Nm). Outillage neuf installé. Capteur d'effort ajouté pour surveillance continue.,3601,2025-01-06 07:48:25+00,19,VALIDATED,2025-01-06 12:48:25+00,2025-01-06 17:48:25+00,2025-01-06 17:48:25+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 63.4Nm, Usure outil: 211 min. Presse d'Emboutissage.",CRITIQUE,458,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25",8700,2025-01-06 06:48:25+00,13,2025-01-06 11:48:25+00,"""""",OSF,1,1,USINAGE_MECANIQUE,"Fissures visibles sur le corps de l'outil, traces de fatigue mécanique sur les arêtes",2025-01-05 03:48:25+00,INTERMITTENT,EN_CHARGE,100,51°C - Échauffement zone de coupe,CASSE_OUTILLAGE,3856€,1,Contrainte structurelle excessive,CRITIQUE,97,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Roulements de broche usés augmentant le jeu mécanique, amplifié par le couple élevé appliqué. Effet cascade: usure outil → vibrations → surcontrainte.",Remplacement outil + porte-outil + roulements de broche. Vérification géométrique complète de la machine.,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25","Caméra endoscopique, lampe UV pour détection fissures, loupe binoculaire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Former les opérateurs à la corrélation usure-couple et aux signes précurseurs de surcontrainte.
3602,2024-06-12 13:53:01+00,Contrainte structurelle excessive détectée. Couple mesuré: 56.8Nm sur outil avec 248 min d'usure. Outil fissuré remplacé. Roulements de broche changés. Tests vibratoires post-intervention conformes (amplitude < 2mm/s).,3602,2024-06-11 22:53:01+00,17,VALIDATED,2024-06-12 13:53:01+00,2024-06-12 18:53:01+00,2024-06-12 18:53:01+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 56.8Nm, Usure outil: 248 min. Tour CNC Lourd.",CRITIQUE,178,"Plaquettes carbure CNMG 120408, porte-plaquette PCLNR, roulements à billes de broche 7014C",8701,2024-06-11 10:53:01+00,14,2024-06-11 14:53:01+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Jeu mécanique excessif sur le porte-outil, perte de concentricité mesurée à 0.15mm",2024-06-10 19:53:01+00,RECURRENT,EN_CHARGE,81,66°C - Échauffement zone de coupe,CASSE_OUTILLAGE,13228€,0,Contrainte structurelle excessive,CRITIQUE,80,CORRECTIVE,SURCONTRAINTE_MECANIQUE,Outil de coupe utilisé bien au-delà de sa durée de vie nominale (>200 min) tout en étant soumis à un couple de coupe excessif (>50Nm). Fatigue mécanique avancée.,"Remplacement de l'outil, des paliers et de l'accouplement. Ajustement des limites de couple dans le programme CN.","Plaquettes de fraisage APKT 1604, corps de fraise Ø50mm, clavette d'entraînement","Clé dynamométrique 10-100Nm, extracteur de roulements, presse hydraulique d'atelier",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Programmer des changements d'outil préventifs basés sur le compteur d'usure et le couple moyen.,Investir dans un système de bris d'outil automatique avec capteur de force piézoélectrique.
3603,2024-07-21 20:01:20+00,Réparation OSF terminée. L'outil soumis à 73Nm après 245 min de service a présenté des microfissures. Changement complet + recalibration. Formation opérateur sur les signes d'usure excessive.,3603,2024-07-21 00:01:20+00,10,VALIDATED,2024-07-21 20:01:20+00,2024-07-23 00:01:20+00,2024-07-23 00:01:20+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 73Nm, Usure outil: 245 min. Fraiseuse 5 Axes.",CRITIQUE,475,"Plaquettes de fraisage APKT 1604, corps de fraise Ø50mm, clavette d'entraînement",8702,2024-07-20 21:01:20+00,13,2024-07-21 01:01:20+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Écaillage de la surface de coupe, fragments métalliques dans le bac de récupération",2024-07-20 11:01:20+00,RECURRENT,EN_CHARGE,78,85°C - Échauffement zone de coupe,ARRET_PRODUCTION,15381€,0,Contrainte structurelle excessive,CRITIQUE,81,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Porte-outil desserré permettant des micro-mouvements sous charge, créant des contraintes alternées fatiguant prématurément l'outil déjà usé.",Remplacement préventif de tout l'ensemble de coupe. Mise à jour du programme de maintenance préventive basée sur l'usure.,"Outil de coupe carbure revêtu TiAlN, porte-outil HSK-A63, vis de serrage M8x1.25","Equilibreuse d'outil, mandrin de test, analyseur de spectre vibratoire",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,CONTROLE_DIMENSIONNEL,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Intégrer un algorithme prédictif combinant usure et couple pour anticiper les défaillances OSF.
3604,2024-09-28 02:57:25+00,OSF confirmée. L'outil en fin de vie (233 min) a subi un couple de 62.3Nm provoquant une déformation plastique. Remplacement complet de l'ensemble de coupe. Paramètres CN ajustés pour limiter le couple max.,3604,2024-09-28 01:57:25+00,10,VALIDATED,2024-09-28 02:57:25+00,2024-09-28 06:57:25+00,2024-09-28 06:57:25+00,"Déformation structurelle détectée - surcontrainte mécanique sur outil usé. Couple: 62.3Nm, Usure outil: 233 min. Perceuse à Colonne HD.",CRITIQUE,112,"Alesoir carbure H7, mandrin hydraulique, tirette ISO 40, joints d'étanchéité broche",8703,2024-09-27 17:57:25+00,7,2024-09-27 18:57:25+00,"""""",OSF,1,0,USINAGE_MECANIQUE,"Vibrations anormales de haute fréquence sur la broche, amplitude dépassant 12mm/s",2024-09-25 23:57:25+00,PREMIERE_FOIS,EN_USINAGE,100,50°C - Échauffement zone de coupe,RISQUE_SECURITE,6496€,1,Contrainte structurelle excessive,CRITIQUE,90,CORRECTIVE,SURCONTRAINTE_MECANIQUE,"Porte-outil desserré permettant des micro-mouvements sous charge, créant des contraintes alternées fatiguant prématurément l'outil déjà usé.",Remplacement complet de l'outil de coupe et du porte-outil. Recalibration de la broche. Mise en place d'un suivi d'usure automatisé.,"Fraise carbure monobloc Ø16mm, mandrin de serrage ER32, tirant de broche","Banc de préréglage outil, projecteur de profil, rugosimètre portable",OPERATIONNELLE,Vérifier l'usure de l'outil et le couple appliqué. Contrôler les paramètres de coupe et la durée de vie résiduelle de l'outillage.,1,TEST_EN_CHARGE,Installer un système de suivi d'usure outil en temps réel avec seuil d'arrêt automatique à 180 min.,Réviser les durées de vie outil dans la base de données outils et réduire les marges de sécurité.
