id,nom,emplacement,statut,type,date_derniere_maintenance,date_prochaine_maintenance,image_url,created_at,air_temperature,process_temperature,rotational_speed,torque,tool_wear,zone,sous_zone,ordre
4297,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_LOGIQUE_DIGITAL_060,"Bâtiment D, Zone Test CMS2, Banc 33",OPERATIONNELLE,Analyseur Logique Digital,2025-10-05 09:31:50+00,2026-09-18 22:44:36+00,https://www.espec.com/images/products/platinous-series-chamber.jpg,2025-07-20 16:11:31+00,295.41,305.82,1513,36.27,35,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1198
4298,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_SYSTEME_DE_TEST_BOUNDARY_SCAN_060,"Bâtiment C, Zone Test CMS2, Banc 30",OPERATIONNELLE,Test Boundary Scan,2025-10-09 23:33:14+00,2026-09-14 05:30:29+00,https://www.europlacer.com/images/products/atom-placement.jpg,2025-05-05 05:39:08+00,298.82,306.37,1500,42.64,27,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1199
4299,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_EMC_COMPATIBILITE_060,"Bâtiment C, Zone Test CMS2, Cellule 05",OPERATIONNELLE,Testeur EMC / Compatibilité,2025-10-08 21:00:51+00,2026-07-19 13:57:52+00,https://www.irtec.com/images/products/laser-marking-system.jpg,2024-03-15 08:55:48+00,298.54,309.22,1554,35.27,7,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1200
4300,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_INTERFACE_DE_TEST_BED_OF_NAILS_061,"Bâtiment D, Zone Test CMS2, Cellule 39",OPERATIONNELLE,Test Bed of Nails,2025-10-31 19:33:34+00,2026-05-16 08:24:52+00,https://www.nutek.com/images/products/pcb-conveyor.jpg,2024-03-26 12:12:06+00,299.86,308.5,1407,44.77,35,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1201
4301,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_MARCONI_4220_061,"Bâtiment C, Zone Test CMS2, Banc 08",ARRÊTÉE,Testeur Marconi 4220,2026-02-19 04:27:32+00,2026-06-27 02:42:03+00,https://www.espec.com/images/products/platinous-series-chamber.jpg,2024-06-05 18:59:31+00,299.48,305.11,1435,37.75,18,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1202
4302,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_ICT_IN_CIRCUIT_061,"Bâtiment C, Zone Test CMS2, Banc 10",EN MAINTENANCE,Testeur ICT (In-Circuit),2025-11-01 08:10:38+00,2026-07-30 04:05:26+00,https://www.panasonic-id.com/products/smt/npm-dx/images/npm-dx-main.jpg,2024-03-30 08:28:44+00,298.34,308.53,1541,38.04,0,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1203
4303,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_FONCTIONNEL_FCT_061,"Bâtiment C, Zone Test CMS2, Banc 28",OPERATIONNELLE,Testeur Fonctionnel FCT,2025-11-10 21:47:31+00,2026-07-17 19:30:08+00,https://www.irtec.com/images/products/laser-marking-system.jpg,2025-01-03 17:41:38+00,297.63,305.27,1412,42.08,21,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1204
4304,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_OSCILLOSCOPE_DE_PRECISION_061,"Bâtiment C, Zone Test CMS2, Banc 28",OPERATIONNELLE,Oscilloscope de Précision,2025-11-29 22:40:42+00,2026-06-10 23:59:58+00,https://www.thieme-products.com/Drucksysteme/Maschinen-Detailseite/451/image-thumb__451__draftImage/THIEME-1000-E.png,2025-11-12 09:46:45+00,295.3,306.59,1437,39.13,13,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1205
4305,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_DE_SPECTRE_RF_061,"Bâtiment C, Zone Test CMS2, Cellule 43",EN MAINTENANCE,Analyseur de Spectre RF,2026-03-01 15:25:58+00,2026-09-03 06:55:32+00,https://www.nordson-efd.com/images/products/eq-dispensing-robot.jpg,2025-10-09 13:42:08+00,297.73,305.98,1446,40.9,14,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1206
4306,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_STATION_DE_PROGRAMMATION_FLASH_061,"Bâtiment C, Zone Test CMS2, Cellule 01",EN PANNE,Programmation Flash,2026-01-14 07:13:06+00,2026-09-30 01:45:34+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2025-04-07 02:35:47+00,299.02,306.51,1550,37.49,46,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1207
4307,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_CHAMBRE_CLIMATIQUE_TEST_061,"Bâtiment C, Zone Test CMS2, Banc 04",EN MAINTENANCE,Chambre Climatique,2025-10-08 03:03:01+00,2026-06-16 21:50:31+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2024-05-03 00:40:37+00,295.6,308.84,1470,38.9,5,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1208
4308,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MULTIMETRE_DE_PRECISION_061,"Bâtiment C, Zone Test CMS2, Banc 36",EN PANNE,Multimètre de Précision,2025-12-09 07:08:20+00,2026-05-02 05:52:08+00,https://www.europlacer.com/images/products/atom-placement.jpg,2025-08-04 12:40:31+00,295.23,308.94,1549,35.47,38,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1209
4309,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_HIPOT_ISOLATION_061,"Bâtiment D, Zone Test CMS2, Banc 22",OPERATIONNELLE,Testeur Hipot / Isolation,2026-03-07 18:36:46+00,2026-07-04 00:53:20+00,https://www.branson-ultrasonics.com/images/products/ultrasonic-cleaner.jpg,2025-06-10 15:10:31+00,295.84,308.95,1448,35.23,28,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1210
4310,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_SYSTEME_DE_MESURE_OPTIQUE_061,"Bâtiment C, Zone Test CMS2, Banc 42",OPERATIONNELLE,Mesure Optique,2025-12-10 19:24:20+00,2026-06-01 07:28:21+00,https://www.ersa.com/fileadmin/ersa/images/products/reflow-soldering/HOTFLOW-3-20.png,2024-12-12 04:07:13+00,295.73,307.03,1438,41.6,17,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1211
4311,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_DE_VIBRATION_061,"Bâtiment C, Zone Test CMS2, Banc 47",EN MAINTENANCE,Testeur de Vibration,2025-10-16 06:12:35+00,2026-06-05 23:43:45+00,https://www.seho.de/fileadmin/images/products/SelectLine-C.png,2025-10-13 02:54:05+00,297.94,308.56,1479,40.88,30,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1212
4312,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_DE_PUISSANCE_061,"Bâtiment C, Zone Test CMS2, Cellule 41",OPERATIONNELLE,Analyseur de Puissance,2025-11-25 01:34:00+00,2026-07-07 18:50:16+00,https://www.asys-group.com/images/products/divisio-depaneling.jpg,2024-05-10 11:58:58+00,297.71,309.13,1444,37.59,9,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1213
4313,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_STATION_DE_BURN_IN_061,"Bâtiment C, Zone Test CMS2, Cellule 47",OPERATIONNELLE,Station de Burn-In,2026-01-23 18:59:28+00,2026-09-26 12:25:04+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2025-02-07 07:38:54+00,297.11,307.14,1512,35.99,24,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1214
4314,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_DE_CONTINUITE_061,"Bâtiment C, Zone Test CMS2, Banc 38",EN MAINTENANCE,Testeur de Continuité,2026-01-26 20:53:41+00,2026-05-03 00:18:33+00,https://www.ipg-photonics.com/images/products/ylr-series-laser.jpg,2024-07-23 02:12:57+00,296.41,309.04,1577,44.28,24,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1215
4315,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MACHINE_DE_RAYON_X_INSPECTION_061,"Bâtiment D, Zone Test CMS2, Cellule 50",EN MAINTENANCE,Inspection Rayon-X,2026-02-23 06:01:18+00,2026-09-12 11:45:24+00,https://www.keyence.com/img/products/model/lm/lm-2000_im.jpg,2024-02-06 18:45:40+00,299.21,308.15,1412,43.62,17,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1216
4316,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_DE_COMPOSANTS_PASSIFS_061,"Bâtiment C, Zone Test CMS2, Banc 14",OPERATIONNELLE,Testeur Composants Passifs,2025-10-24 03:53:14+00,2026-09-17 14:24:22+00,https://www.panasonic-id.com/products/smt/npm-dx/images/npm-dx-main.jpg,2024-10-29 11:14:52+00,299.89,306.53,1415,37.63,40,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1217
4317,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_LOGIQUE_DIGITAL_061,"Bâtiment C, Zone Test CMS2, Banc 04",ARRÊTÉE,Analyseur Logique Digital,2025-12-08 23:46:49+00,2026-09-12 23:50:57+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2025-06-13 04:39:19+00,297.89,305.08,1413,43.02,18,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1218
4318,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_SYSTEME_DE_TEST_BOUNDARY_SCAN_061,"Bâtiment C, Zone Test CMS2, Banc 40",OPERATIONNELLE,Test Boundary Scan,2026-01-20 00:53:19+00,2026-05-17 04:46:10+00,https://www.smtnet.com/media/images/dek-horizon-03ix-screen-printer.jpg,2025-01-26 21:55:01+00,299.61,308.68,1408,44.32,47,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1219
4319,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_EMC_COMPATIBILITE_061,"Bâtiment D, Zone Test CMS2, Banc 47",EN PANNE,Testeur EMC / Compatibilité,2025-11-09 06:37:38+00,2026-08-11 01:04:19+00,https://www.branson-ultrasonics.com/images/products/ultrasonic-cleaner.jpg,2024-09-14 02:45:54+00,296.81,309.94,1576,44.93,10,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1220
4320,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_INTERFACE_DE_TEST_BED_OF_NAILS_062,"Bâtiment D, Zone Test CMS2, Banc 09",EN MAINTENANCE,Test Bed of Nails,2026-02-20 19:02:33+00,2026-05-29 19:35:13+00,https://www.nordsonasymtek.com/images/products/Spectrum-S-920N.png,2024-11-04 12:13:42+00,295.27,307.2,1434,36.47,43,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1221
4321,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_MARCONI_4220_062,"Bâtiment D, Zone Test CMS2, Banc 44",ARRÊTÉE,Testeur Marconi 4220,2025-12-12 10:52:03+00,2026-07-17 15:32:32+00,https://www.nutek.com/images/products/pcb-conveyor.jpg,2024-11-15 19:02:15+00,297.79,308.93,1456,36.71,4,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1222
4322,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_ICT_IN_CIRCUIT_062,"Bâtiment D, Zone Test CMS2, Banc 46",EN MAINTENANCE,Testeur ICT (In-Circuit),2025-11-08 09:35:01+00,2026-05-17 04:48:34+00,https://www.espec.com/images/products/platinous-series-chamber.jpg,2024-11-08 15:21:24+00,299.67,309.94,1529,44.5,35,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1223
4323,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_FONCTIONNEL_FCT_062,"Bâtiment D, Zone Test CMS2, Banc 38",ARRÊTÉE,Testeur Fonctionnel FCT,2025-12-13 02:44:24+00,2026-06-07 01:57:41+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2024-02-06 00:20:42+00,297.07,308.97,1595,44.89,41,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1224
4324,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_OSCILLOSCOPE_DE_PRECISION_062,"Bâtiment D, Zone Test CMS2, Cellule 29",ARRÊTÉE,Oscilloscope de Précision,2026-01-04 04:46:19+00,2026-09-06 01:36:51+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2025-09-01 13:32:47+00,296.18,306.16,1449,35.72,11,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1225
4325,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_DE_SPECTRE_RF_062,"Bâtiment C, Zone Test CMS2, Cellule 13",OPERATIONNELLE,Analyseur de Spectre RF,2026-03-14 06:22:18+00,2026-05-20 20:26:55+00,https://www.thieme-products.com/Drucksysteme/Maschinen-Detailseite/451/image-thumb__451__draftImage/THIEME-1000-E.png,2025-05-14 10:28:15+00,297.77,308.34,1494,42.55,5,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1226
4326,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_STATION_DE_PROGRAMMATION_FLASH_062,"Bâtiment C, Zone Test CMS2, Banc 50",EN PANNE,Programmation Flash,2025-10-10 03:48:39+00,2026-07-01 16:38:38+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2024-08-11 11:47:14+00,298.45,306.78,1406,42.2,21,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1227
4327,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_CHAMBRE_CLIMATIQUE_TEST_062,"Bâtiment C, Zone Test CMS2, Banc 39",OPERATIONNELLE,Chambre Climatique,2025-11-26 10:28:28+00,2026-09-26 16:27:03+00,https://www.keysight.com/content/dam/keysight/images/products/34461A.png,2024-04-28 08:54:14+00,296.25,308.34,1524,37.63,44,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1228
4328,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MULTIMETRE_DE_PRECISION_062,"Bâtiment D, Zone Test CMS2, Banc 23",EN PANNE,Multimètre de Précision,2025-11-06 22:23:39+00,2026-09-08 22:44:34+00,https://www.ersa.com/fileadmin/ersa/images/products/reflow-soldering/HOTFLOW-3-20.png,2024-06-13 13:08:15+00,295.01,309.32,1530,36.96,31,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1229
4329,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_HIPOT_ISOLATION_062,"Bâtiment D, Zone Test CMS2, Banc 21",EN MAINTENANCE,Testeur Hipot / Isolation,2026-02-02 12:44:28+00,2026-06-01 12:09:34+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2025-10-24 08:24:45+00,297.07,309.71,1555,40.5,7,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1230
4330,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_SYSTEME_DE_MESURE_OPTIQUE_062,"Bâtiment C, Zone Test CMS2, Cellule 45",OPERATIONNELLE,Mesure Optique,2026-01-24 09:48:55+00,2026-09-26 09:31:23+00,https://www.nutek.com/images/products/pcb-conveyor.jpg,2025-04-10 00:04:12+00,296.66,309.32,1483,39.96,26,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1231
4331,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_DE_VIBRATION_062,"Bâtiment D, Zone Test CMS2, Banc 12",EN PANNE,Testeur de Vibration,2025-11-08 05:13:33+00,2026-05-14 15:18:12+00,https://www.tektronix.com/content/dam/tek/images/products/oscilloscopes/mso4-series.png,2024-10-29 20:06:21+00,297.84,308.04,1519,38.21,19,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1232
4332,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_DE_PUISSANCE_062,"Bâtiment C, Zone Test CMS2, Banc 14",OPERATIONNELLE,Analyseur de Puissance,2026-03-24 03:27:33+00,2026-07-20 06:32:00+00,https://www.europlacer.com/images/products/atom-placement.jpg,2024-02-07 03:50:45+00,298.95,306.63,1426,36.27,12,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1233
4333,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_STATION_DE_BURN_IN_062,"Bâtiment D, Zone Test CMS2, Banc 31",OPERATIONNELLE,Station de Burn-In,2025-12-11 03:05:20+00,2026-07-25 15:21:01+00,https://www.keyence.com/img/products/model/lm/lm-2000_im.jpg,2025-07-11 10:25:46+00,298.08,308.57,1430,43.02,34,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1234
4334,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_DE_CONTINUITE_062,"Bâtiment D, Zone Test CMS2, Banc 43",EN PANNE,Testeur de Continuité,2026-02-07 08:28:28+00,2026-06-03 18:38:41+00,https://www.seho.de/fileadmin/images/products/SelectLine-C.png,2025-09-14 21:11:48+00,299.3,306.38,1495,41.3,15,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1235
4335,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MACHINE_DE_RAYON_X_INSPECTION_062,"Bâtiment D, Zone Test CMS2, Banc 16",OPERATIONNELLE,Inspection Rayon-X,2025-10-21 21:57:53+00,2026-08-16 22:46:45+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2025-04-02 11:27:19+00,298.93,306.31,1490,35.79,27,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1236
4336,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_DE_COMPOSANTS_PASSIFS_062,"Bâtiment C, Zone Test CMS2, Banc 43",OPERATIONNELLE,Testeur Composants Passifs,2025-10-28 03:40:09+00,2026-08-03 13:25:43+00,https://www.fluke.com/content/dam/fluke/products/8845a-8846a-multimeter.png,2025-03-04 00:39:56+00,297.58,307.18,1414,40.6,26,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1237
4337,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_LOGIQUE_DIGITAL_062,"Bâtiment D, Zone Test CMS2, Banc 43",OPERATIONNELLE,Analyseur Logique Digital,2026-02-15 15:03:39+00,2026-05-27 18:00:51+00,https://www.panasonic-id.com/products/smt/npm-dx/images/npm-dx-main.jpg,2025-10-27 07:08:33+00,295.04,309.12,1545,42.01,39,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1238
4338,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_SYSTEME_DE_TEST_BOUNDARY_SCAN_062,"Bâtiment C, Zone Test CMS2, Banc 40",OPERATIONNELLE,Test Boundary Scan,2025-11-25 08:59:41+00,2026-07-06 12:52:24+00,https://www.rohde-schwarz.com/images/products/test-measurement/fsw-signal-spectrum.jpg,2025-11-14 20:37:38+00,295.86,306.96,1416,37.55,2,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1239
4339,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_EMC_COMPATIBILITE_062,"Bâtiment C, Zone Test CMS2, Banc 10",OPERATIONNELLE,Testeur EMC / Compatibilité,2026-01-30 02:33:24+00,2026-08-15 02:39:18+00,https://www.keyence.com/img/products/model/lm/lm-2000_im.jpg,2024-10-30 04:04:18+00,297.92,307.99,1415,43.25,18,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1240
4340,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_INTERFACE_DE_TEST_BED_OF_NAILS_063,"Bâtiment D, Zone Test CMS2, Cellule 15",EN MAINTENANCE,Test Bed of Nails,2025-12-28 03:07:17+00,2026-07-24 04:21:48+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2024-06-06 17:49:48+00,295.93,306.24,1591,40.28,37,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1241
4341,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_MARCONI_4220_063,"Bâtiment D, Zone Test CMS2, Banc 04",EN MAINTENANCE,Testeur Marconi 4220,2025-11-01 14:29:52+00,2026-09-18 05:43:51+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2024-03-22 16:31:23+00,297.02,307.68,1504,35.45,23,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1242
4342,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_ICT_IN_CIRCUIT_063,"Bâtiment C, Zone Test CMS2, Banc 43",OPERATIONNELLE,Testeur ICT (In-Circuit),2026-02-14 08:52:21+00,2026-05-13 19:59:12+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2024-01-07 22:40:37+00,298.49,307.62,1535,36.03,25,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1243
4343,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_FONCTIONNEL_FCT_063,"Bâtiment C, Zone Test CMS2, Banc 23",EN MAINTENANCE,Testeur Fonctionnel FCT,2025-12-19 13:47:38+00,2026-08-26 03:55:42+00,https://www.smtnet.com/media/images/dek-horizon-03ix-screen-printer.jpg,2024-08-29 14:17:22+00,295.38,309.82,1576,40.21,2,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1244
4344,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_OSCILLOSCOPE_DE_PRECISION_063,"Bâtiment C, Zone Test CMS2, Cellule 35",OPERATIONNELLE,Oscilloscope de Précision,2025-10-11 16:21:56+00,2026-06-28 16:54:39+00,https://www.keyence.com/img/products/model/lm/lm-2000_im.jpg,2025-08-17 16:31:11+00,296.31,308.44,1463,37.13,23,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1245
4345,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ANALYSEUR_DE_SPECTRE_RF_063,"Bâtiment D, Zone Test CMS2, Banc 01",OPERATIONNELLE,Analyseur de Spectre RF,2025-11-16 08:09:09+00,2026-07-06 02:28:59+00,https://www.nordson-efd.com/images/products/eq-dispensing-robot.jpg,2024-12-11 11:11:51+00,299.66,305.94,1410,36.47,2,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1246
4346,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_STATION_DE_PROGRAMMATION_FLASH_063,"Bâtiment C, Zone Test CMS2, Cellule 21",OPERATIONNELLE,Programmation Flash,2026-03-06 20:08:07+00,2026-07-23 06:20:24+00,https://www.nordson-efd.com/images/products/eq-dispensing-robot.jpg,2024-10-09 22:42:01+00,297.94,306.63,1501,35.56,37,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1247
4347,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_CHAMBRE_CLIMATIQUE_TEST_063,"Bâtiment C, Zone Test CMS2, Banc 35",OPERATIONNELLE,Chambre Climatique,2026-02-05 01:06:04+00,2026-06-23 20:42:36+00,https://www.thieme-products.com/Drucksysteme/Maschinen-Detailseite/451/image-thumb__451__draftImage/THIEME-1000-E.png,2024-07-09 20:48:02+00,296.71,305.66,1426,44.73,36,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1248
4348,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MULTIMETRE_DE_PRECISION_063,"Bâtiment C, Zone Test CMS2, Banc 46",OPERATIONNELLE,Multimètre de Précision,2026-02-07 01:18:55+00,2026-07-08 22:31:29+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2024-10-28 17:13:52+00,297.34,307.35,1461,43.45,32,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1249
4349,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TESTEUR_HIPOT_ISOLATION_063,"Bâtiment D, Zone Test CMS2, Cellule 14",OPERATIONNELLE,Testeur Hipot / Isolation,2026-03-11 15:58:04+00,2026-08-30 15:24:22+00,https://www.europlacer.com/images/products/atom-placement.jpg,2024-05-06 18:58:45+00,299.07,307.37,1473,41.71,39,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),1250
